State,ZipCode,TaxRegionName,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
IA,50127,"JASPER COUNTY",0.060000,0.070000,0.010000,0,0,2
IA,50128,JAMAICA,0.060000,0.070000,0.010000,0.000000,0,1
IA,50129,"JEFFERSON ",0.060000,0.060000,0.000000,0.000000,0,1
IA,50130,"JEWELL JUNCTION ",0.060000,0.070000,0.010000,0.000000,0,1
IA,50131,"JOHNSTON ",0.060000,0.070000,0.010000,0.000000,0,2
IA,50132,"HAMILTON COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50133,KELLERTON,0.060000,0.060000,0.000000,0.000000,0,2
IA,50134,"STORY COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50135,"JASPER COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50136,"KEOKUK COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50137,"JASPER COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50138,KNOXVILLE,0.060000,0.070000,0.010000,0.000000,0,2
IA,50139,"WARREN COUNTY",0.060000,0.060000,0.000000,0,0,2
IA,50140,LAMONI,0.060000,0.070000,0.010000,0.000000,0,1
IA,50141,LAUREL,0.060000,0.070000,0.010000,0.000000,0,1
IA,50142,"MARSHALL COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50143,"MAHASKA COUNTY",0.060000,0.070000,0.010000,0,0,2
IA,50144,"LEON ",0.060000,0.070000,0.010000,0.000000,0,1
IA,50145,"WARREN COUNTY",0.060000,0.060000,0.000000,0,0,1
IA,50146,"DALLAS COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50147,LINEVILLE,0.060000,0.070000,0.010000,0.000000,0,1
IA,50148,LISCOMB,0.060000,0.070000,0.010000,0.000000,0,1
IA,50149,LORIMOR,0.060000,0.070000,0.010000,0.000000,0,2
IA,50150,LOVILIA,0.060000,0.070000,0.010000,0.000000,0,2
IA,50151,"LUCAS COUNTY",0.060000,0.070000,0.010000,0,0,2
IA,50152,LUTHER,0.060000,0.070000,0.010000,0.000000,0,1
IA,50153,"JASPER COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50154,MCCALLSBURG,0.060000,0.070000,0.010000,0.000000,0,1
IA,50155,MACKSBURG,0.060000,0.060000,0.000000,0.000000,0,1
IA,50156,MADRID,0.060000,0.070000,0.010000,0.000000,0,2
IA,50157,"POWESHIEK COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50158,MARSHALLTOWN,0.060000,0.070000,0.010000,0.000000,0,1
IA,50160,MARTENSDALE,0.060000,0.070000,0.010000,0.000000,0,2
IA,50161,"STORY COUNTY",0.060000,0.070000,0.010000,0,0,3
IA,50162,MELBOURNE,0.060000,0.070000,0.010000,0.000000,0,2
IA,50163,MELCHER-DALLAS,0.060000,0.070000,0.010000,0.000000,0,3
IA,50164,MENLO,0.060000,0.070000,0.010000,0.000000,0,1
IA,50165,MILLERTON,0.060000,0.070000,0.010000,0.000000,0,1
IA,50166,"WARREN COUNTY",0.060000,0.060000,0.000000,0,0,1
IA,50167,"DALLAS COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50168,"JASPER COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50169,MITCHELLVILLE,0.060000,0.070000,0.010000,0.000000,0,2
IA,50170,MONROE,0.060000,0.060000,0.000000,0.000000,0,1
IA,50171,MONTEZUMA,0.060000,0.070000,0.010000,0.000000,0,2
IA,50173,MONTOUR,0.060000,0.060000,0.000000,0.000000,0,1
IA,50174,MURRAY,0.060000,0.070000,0.000000,0.010000,0,2
IA,50201,NEVADA,0.060000,0.070000,0.010000,0.000000,0,3
IA,50206,"HARDIN COUNTY",0.060000,0.070000,0.010000,0,0,2
IA,50207,"MAHASKA COUNTY",0.060000,0.070000,0.010000,0,0,4
IA,50208,NEWTON,0.060000,0.060000,0.000000,0.000000,0,2
IA,50210,"WARREN COUNTY",0.060000,0.060000,0.000000,0,0,2
IA,50211,NORWALK,0.060000,0.070000,0.010000,0.000000,0,3
IA,50212,OGDEN,0.060000,0.070000,0.010000,0.000000,0,1
IA,50213,OSCEOLA,0.060000,0.070000,0.000000,0.010000,0,1
IA,50214,"MARION COUNTY",0.060000,0.070000,0.010000,0,0,3
IA,50216,PANORA,0.060000,0.070000,0.010000,0.000000,0,1
IA,50217,"GREENE COUNTY",0.060000,0.070000,0.000000,0,0.010000,1
IA,50218,PATTERSON,0.060000,0.060000,0.000000,0.000000,0,1
IA,50219,PELLA,0.060000,0.070000,0.010000,0.000000,0,1
IA,50220,PERRY,0.060000,0.070000,0.000000,0.010000,0,2
IA,50222,"EAST PERU",0.060000,0.060000,0.000000,0.000000,0,2
IA,50223,"BOONE COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50225,PLEASANTVILLE,0.060000,0.070000,0.010000,0.000000,0,2
IA,50226,POLK,0.060000,0.070000,0.010000,0.000000,0,2
IA,50227,POPEJOY,0.060000,0.060000,0.000000,0.000000,0,3
IA,50228,"PRAIRIE CITY",0.060000,0.060000,0.000000,0.000000,0,1
IA,50229,"WARREN COUNTY",0.060000,0.060000,0.000000,0,0,1
IA,50230,"HARDIN COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50231,RANDALL,0.060000,0.070000,0.010000,0.000000,0,1
IA,50232,"JASPER COUNTY",0.060000,0.070000,0.010000,0,0,2
IA,50233,"DALLAS COUNTY",0.060000,0.070000,0.010000,0,0,2
IA,50234,"RHODES ",0.060000,0.070000,0.010000,0.000000,0,2
IA,50235,RIPPEY,0.060000,0.060000,0.000000,0.000000,0,1
IA,50236,"ROLAND ",0.060000,0.070000,0.010000,0.000000,0,1
IA,50237,"POLK COUNTY",0.060000,0.060000,0.000000,0,0,1
IA,50238,"LUCAS COUNTY",0.060000,0.070000,0.010000,0,0,3
IA,50239,"MARSHALL COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50240,"WARREN COUNTY",0.060000,0.060000,0.000000,0,0,3
IA,50241,"SAINT MARYS",0.060000,0.070000,0.010000,0.000000,0,1
IA,50242,"POWESHIEK COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50243,SHELDAHL,0.060000,0.070000,0.010000,0.000000,0,1
IA,50244,"SLATER ",0.060000,0.070000,0.010000,0.000000,0,1
IA,50246,"HAMILTON COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50247,"STATE CENTER ",0.060000,0.070000,0.010000,0.000000,0,1
IA,50248,"STORY CITY",0.060000,0.070000,0.010000,0.000000,0,1
IA,50249,STRATFORD,0.060000,0.070000,0.010000,0.000000,0,1
IA,50250,STUART,0.060000,0.070000,0.010000,0.000000,0,1
IA,50251,SULLY,0.060000,0.060000,0.000000,0.000000,0,1
IA,50252,"WARREN COUNTY",0.060000,0.060000,0.000000,0,0,1
IA,50254,"UNION COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50255,THORNBURG,0.060000,0.070000,0.010000,0.000000,0,1
IA,50256,"MARION COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50257,TRURO,0.060000,0.060000,0.000000,0.000000,0,1
IA,50258,UNION,0.060000,0.070000,0.010000,0.000000,0,1
IA,50259,"HARDIN COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50261,"VAN METER",0.060000,0.070000,0.000000,0.010000,0,1
IA,50262,"DECATUR COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50263,WAUKEE,0.060000,0.070000,0.000000,0.010000,0,1
IA,50264,"CLARKE COUNTY",0.060000,0.060000,0.000000,0,0,1
IA,50265,"WEST DES MOINES",0.060000,0.070000,0.010000,0.000000,0,2
IA,50266,"WEST DES MOINES",0.060000,0.070000,0.010000,0.000000,0,2
IA,50268,"WHAT CHEER",0.060000,0.070000,0.010000,0.000000,0,3
IA,50269,WHITTEN,0.060000,0.070000,0.010000,0.000000,0,1
IA,50271,"HAMILTON COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50272,WILLIAMSON,0.060000,0.070000,0.010000,0.000000,0,1
IA,50273,WINTERSET,0.060000,0.060000,0.000000,0.000000,0,1
IA,50274,"CASS COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50275,"CLARKE COUNTY",0.060000,0.060000,0.000000,0,0,1
IA,50276,WOODWARD,0.060000,0.070000,0.000000,0.010000,0,3
IA,50277,YALE,0.060000,0.070000,0.010000,0.000000,0,1
IA,50278,"STORY COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50301,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50302,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50303,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50304,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50305,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50306,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50307,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50308,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50309,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50310,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,2
IA,50311,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50312,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50313,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,5
IA,50314,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50315,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,2
IA,50316,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50317,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,4
IA,50318,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50319,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50320,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,2
IA,50321,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,2
IA,50322,URBANDALE,0.060000,0.080000,0.010000,0.010000,0,2
IA,50323,URBANDALE,0.060000,0.070000,0.000000,0.010000,0,2
IA,50324,"WINDSOR HEIGHTS",0.060000,0.070000,0.010000,0.000000,0,3
IA,50325,CLIVE,0.060000,0.080000,0.010000,0.010000,0,2
IA,50327,"PLEASANT HILL",0.060000,0.070000,0.010000,0.000000,0,2
IA,50328,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50329,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50330,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50331,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50332,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50334,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50335,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50336,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50339,"WEST DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50340,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50359,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50360,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50361,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50362,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50363,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50364,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50367,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50368,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50369,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50380,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50381,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50391,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,2
IA,50392,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50393,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50394,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50395,URBANDALE,0.060000,0.080000,0.010000,0.010000,0,2
IA,50396,"DES MOINES",0.060000,0.070000,0.010000,0.000000,0,1
IA,50398,CLIVE,0.060000,0.070000,0.000000,0.010000,0,3
IA,50401,"MASON CITY",0.060000,0.060000,0.000000,0.000000,0,7
IA,50402,"MASON CITY",0.060000,0.060000,0.000000,0.000000,0,1
IA,50420,"FRANKLIN COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50421,BELMOND,0.060000,0.070000,0.010000,0.000000,0,1
IA,50423,BRITT,0.060000,0.070000,0.010000,0.000000,0,4
IA,50424,"BUFFALO CENTER ",0.060000,0.070000,0.010000,0.000000,0,1
IA,50426,CARPENTER,0.060000,0.070000,0.010000,0.000000,0,1
IA,50427,"FRANKLIN COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50428,"CLEAR LAKE ",0.060000,0.060000,0.000000,0.000000,0,1
IA,50430,CORWITH,0.060000,0.070000,0.010000,0.000000,0,1
IA,50431,COULTER,0.060000,0.060000,0.000000,0.000000,0,1
IA,50432,"CRYSTAL LAKE",0.060000,0.070000,0.010000,0.000000,0,1
IA,50433,"CERRO GORDO COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50434,FERTILE,0.060000,0.070000,0.010000,0.000000,0,1
IA,50435,"FLOYD COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50436,"FOREST CITY",0.060000,0.070000,0.010000,0.000000,0,1
IA,50438,GARNER,0.060000,0.070000,0.010000,0.000000,0,2
IA,50439,"HANCOCK COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50440,"WORTH COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50441,HAMPTON,0.060000,0.060000,0.000000,0.000000,0,2
IA,50444,"WORTH COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50446,"WORTH COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50447,KANAWHA,0.060000,0.070000,0.010000,0.000000,0,2
IA,50448,"WORTH COUNTY",0.060000,0.070000,0.010000,0,0,2
IA,50449,KLEMME,0.060000,0.070000,0.010000,0.000000,0,1
IA,50450,"LAKE MILLS",0.060000,0.070000,0.010000,0.000000,0,1
IA,50451,"KOSSUTH COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50452,"FRANKLIN COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50453,"WINNEBAGO COUNTY",0.060000,0.070000,0.010000,0,0,2
IA,50454,"MITCHELL COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50455,"MITCHELL COUNTY",0.060000,0.070000,0.010000,0,0,2
IA,50456,MANLY,0.060000,0.070000,0.010000,0.000000,0,1
IA,50457,MESERVEY,0.060000,0.060000,0.000000,0.000000,0,1
IA,50458,"NORA SPRINGS",0.060000,0.070000,0.010000,0.000000,0,1
IA,50459,NORTHWOOD,0.060000,0.070000,0.010000,0.000000,0,2
IA,50460,"MITCHELL COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50461,OSAGE,0.060000,0.070000,0.010000,0.000000,0,5
IA,50464,PLYMOUTH,0.060000,0.060000,0.000000,0.000000,0,1
IA,50465,RAKE,0.060000,0.070000,0.010000,0.000000,0,1
IA,50466,"HOWARD COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50467,"ROCK FALLS ",0.060000,0.060000,0.000000,0.000000,0,1
IA,50468,"ROCKFORD ",0.060000,0.070000,0.010000,0.000000,0,1
IA,50469,"CERRO GORDO COUNTY",0.060000,0.070000,0.010000,0,0,3
IA,50470,"WRIGHT COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50471,"FLOYD COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50472,"SAINT ANSGAR",0.060000,0.070000,0.010000,0.000000,0,3
IA,50473,"WINNEBAGO COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50475,"SHEFFIELD ",0.060000,0.060000,0.000000,0.000000,0,1
IA,50476,"STACYVILLE ",0.060000,0.070000,0.010000,0.000000,0,1
IA,50477,"CERRO GORDO COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50478,"WINNEBAGO COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50479,THORNTON,0.060000,0.060000,0.000000,0.000000,0,1
IA,50480,TITONKA,0.060000,0.070000,0.010000,0.000000,0,2
IA,50481,"MITCHELL COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50482,VENTURA,0.060000,0.060000,0.000000,0.000000,0,1
IA,50483,WESLEY,0.060000,0.070000,0.010000,0.000000,0,2
IA,50484,WODEN,0.060000,0.070000,0.010000,0.000000,0,1
IA,50501,"FORT DODGE",0.060000,0.060000,0.000000,0.000000,0,7
IA,50510,"BUENA VISTA COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50511,ALGONA,0.060000,0.070000,0.010000,0.000000,0,3
IA,50514,ARMSTRONG,0.060000,0.070000,0.010000,0.000000,0,2
IA,50515,AYRSHIRE,0.060000,0.070000,0.010000,0.000000,0,1
IA,50516,BADGER,0.060000,0.060000,0.000000,0.000000,0,1
IA,50517,"BANCROFT ",0.060000,0.070000,0.010000,0.000000,0,1
IA,50518,"WEBSTER COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50519,BODE,0.060000,0.070000,0.010000,0.000000,0,2
IA,50520,"HUMBOLDT COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50521,"WEBSTER COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50522,"KOSSUTH COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50523,"WEBSTER COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50524,"WEBSTER COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50525,"CLARION ",0.060000,0.070000,0.010000,0.000000,0,2
IA,50526,"CLARION ",0.060000,0.070000,0.010000,0.000000,0,1
IA,50527,"PALO ALTO COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50528,"PALO ALTO COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50529,"DAKOTA CITY",0.060000,0.070000,0.010000,0.000000,0,1
IA,50530,DAYTON,0.060000,0.060000,0.000000,0.000000,0,1
IA,50531,"EMMET COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50532,"WEBSTER COUNTY",0.060000,0.070000,0.010000,0,0,3
IA,50533,"EAGLE GROVE",0.060000,0.070000,0.010000,0.000000,0,1
IA,50535,"SAC COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50536,EMMETSBURG,0.060000,0.070000,0.010000,0.000000,0,2
IA,50538,"CALHOUN COUNTY",0.060000,0.070000,0.010000,0,0,2
IA,50539,"KOSSUTH COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50540,"POCAHONTAS COUNTY",0.060000,0.070000,0.010000,0,0,2
IA,50541,"POCAHONTAS COUNTY",0.060000,0.070000,0.010000,0,0,2
IA,50542,GOLDFIELD,0.060000,0.070000,0.010000,0.000000,0,1
IA,50543,GOWRIE,0.060000,0.060000,0.000000,0.000000,0,2
IA,50544,HARCOURT,0.060000,0.060000,0.000000,0.000000,0,2
IA,50545,"HUMBOLDT COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50546,"POCAHONTAS COUNTY",0.060000,0.070000,0.010000,0,0,2
IA,50548,HUMBOLDT,0.060000,0.070000,0.010000,0.000000,0,1
IA,50551,"CALHOUN COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50552,KNIERIM,0.060000,0.060000,0.000000,0.000000,0,1
IA,50554,LAURENS,0.060000,0.070000,0.010000,0.000000,0,1
IA,50556,"KOSSUTH COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50557,"WEBSTER COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50558,LIVERMORE,0.060000,0.070000,0.010000,0.000000,0,1
IA,50559,"KOSSUTH COUNTY",0.060000,0.070000,0.010000,0,0,2
IA,50560,"KOSSUTH COUNTY",0.060000,0.070000,0.010000,0,0,3
IA,50561,LYTTON,0.060000,0.080000,0.010000,0.010000,0,1
IA,50562,MALLARD,0.060000,0.070000,0.010000,0.000000,0,1
IA,50563,MANSON,0.060000,0.060000,0.000000,0.000000,0,2
IA,50565,MARATHON,0.060000,0.070000,0.010000,0.000000,0,1
IA,50566,"WEBSTER COUNTY",0.060000,0.070000,0.010000,0,0,2
IA,50567,"SAC COUNTY",0.060000,0.070000,0.010000,0,0,1
IA,50568,"BUENA VISTA COUNTY",0.060000,0.070000,0.010000,0,0,1
